,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
74,65,1965,1965-10-31,7,7,35.046,CHI,,GNB,W 31-10,*,5,11,45.45,53,1,2,50.8,0,0,4.82,-1.55,1,-14,-14.00,0,0,0,Rudy Bukich,BukiRu00
75,66,1965,1965-11-07,8,8,35.053,CHI,,BAL,L 21-26,*,23,44,52.27,290,2,2,69.3,5,33,6.59,5.45,5,2,0.40,0,0,0,Rudy Bukich,BukiRu00
76,67,1965,1965-11-14,9,9,35.060,CHI,,STL,W 34-13,*,15,25,60.00,291,1,0,113.9,1,17,11.64,12.44,1,11,11.00,1,1,6,Rudy Bukich,BukiRu00
77,68,1965,1965-11-21,10,10,35.067,CHI,@,DET,W 17-10,*,9,16,56.25,53,0,0,62.8,3,24,3.31,3.31,1,0,0.00,0,0,0,Rudy Bukich,BukiRu00
78,69,1965,1965-11-28,11,11,35.074,CHI,@,NYG,W 35-14,*,15,24,62.50,234,1,0,108.7,3,34,9.75,10.58,3,5,1.67,1,1,6,Rudy Bukich,BukiRu00
79,70,1965,1965-12-05,12,12,35.081,CHI,@,BAL,W 13-0,*,16,24,66.67,216,0,1,77.8,0,0,9.00,7.13,6,7,1.17,0,0,0,Rudy Bukich,BukiRu00
80,71,1965,1965-12-12,13,13,35.088,CHI,,SFO,W 61-20,*,16,32,50.00,347,3,0,120.2,0,0,10.84,12.72,1,1,1.00,0,0,0,Rudy Bukich,BukiRu00
81,72,1965,1965-12-19,14,14,35.095,CHI,,MIN,L 17-24,*,11,28,39.29,182,0,3,22.3,1,18,6.50,1.68,,,,,0,0,Rudy Bukich,BukiRu00
82,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
83,73,1966,1966-09-11,1,1,35.361,CHI,@,DET,L 3-14,*,15,27,55.56,120,0,2,36.0,1,11,4.44,1.11,1,-1,-1.00,0,0,0,Rudy Bukich,BukiRu00
84,74,1966,1966-09-16,2,2,36.001,CHI,@,RAM,L 17-31,*,10,33,30.30,97,0,1,27.2,0,0,2.94,1.58,1,4,4.00,0,0,0,Rudy Bukich,BukiRu00
85,75,1966,1966-10-02,3,4,36.017,CHI,@,MIN,W 13-10,*,13,25,52.00,179,1,1,71.9,0,0,7.16,6.16,3,-4,-1.33,0,0,0,Rudy Bukich,BukiRu00
86,76,1966,1966-10-09,4,5,36.024,CHI,,BAL,W 27-17,*,8,15,53.33,96,0,1,45.4,0,0,6.40,3.40,2,4,2.00,0,0,0,Rudy Bukich,BukiRu00
87,77,1966,1966-10-16,5,6,36.031,CHI,,GNB,L 0-17,*,12,23,52.17,69,0,3,18.5,2,17,3.00,-2.87,2,4,2.00,0,0,0,Rudy Bukich,BukiRu00
88,78,1966,1966-10-23,6,7,36.038,CHI,,RAM,W 17-10,*,9,20,45.00,152,1,1,67.1,2,17,7.60,6.35,3,3,1.00,0,0,0,Rudy Bukich,BukiRu00
89,79,1966,1966-10-31,7,8,36.046,CHI,@,STL,L 17-24,*,12,28,42.86,172,1,3,35.7,4,38,6.14,2.04,1,1,1.00,1,1,6,Rudy Bukich,BukiRu00
90,80,1966,1966-11-06,8,9,36.052,CHI,,DET,T 10-10,*,9,16,56.25,123,0,0,81.0,3,17,7.69,7.69,,,,,0,0,Rudy Bukich,BukiRu00
91,81,1966,1966-11-13,9,10,36.059,CHI,,SFO,T 30-30,*,8,21,38.10,154,2,1,76.3,4,34,7.33,7.10,1,5,5.00,0,0,0,Rudy Bukich,BukiRu00
92,82,1966,1966-11-20,10,11,36.066,CHI,@,GNB,L 6-13,*,7,17,41.18,79,0,2,16.2,2,13,4.65,-0.65,1,-3,-3.00,0,0,0,Rudy Bukich,BukiRu00
93,83,1966,1966-11-27,11,12,36.073,CHI,,ATL,W 23-6,*,16,23,69.57,215,2,2,91.8,4,38,9.35,7.17,1,-2,-2.00,0,0,0,Rudy Bukich,BukiRu00
94,84,1966,1966-12-04,12,13,36.080,CHI,@,BAL,L 16-21,*,22,38,57.89,236,1,2,63.0,2,10,6.21,4.37,1,-9,-9.00,0,0,0,Rudy Bukich,BukiRu00
95,85,1966,1966-12-11,13,14,36.087,CHI,@,SFO,L 14-41,*,3,12,25.00,46,1,2,31.2,1,9,3.83,-2.00,,,,,0,0,Rudy Bukich,BukiRu00
96,86,1966,1966-12-18,14,15,36.094,CHI,,MIN,W 41-28,*,3,11,27.27,120,1,0,102.8,1,7,10.91,12.73,1,12,12.00,1,1,6,Rudy Bukich,BukiRu00
97,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
98,87,1967,1967-09-17,1,1,37.002,CHI,@,PIT,L 13-41,,1,3,33.33,-1,0,1,2.8,0,0,-0.33,-15.33,,,,,0,0,Rudy Bukich,BukiRu00
99,88,1967,1967-10-08,4,4,37.023,CHI,,BAL,L 3-24,,14,22,63.64,172,0,1,68.8,3,28,7.82,5.77,3,-4,-1.33,0,0,0,Rudy Bukich,BukiRu00
100,89,1967,1967-10-22,6,6,37.037,CHI,@,CLE,L 0-24,,3,8,37.50,14,0,0,45.8,2,14,1.75,1.75,1,-9,-9.00,0,0,0,Rudy Bukich,BukiRu00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
102,90,1968,1968-09-22,2,2,38.007,CHI,@,DET,L 0-42,,1,3,33.33,13,0,0,47.9,1,8,4.33,4.33,,,,,0,0,Rudy Bukich,BukiRu00
103,91,1968,1968-09-29,3,3,38.014,CHI,@,MIN,W 27-17,,1,4,25.00,10,0,0,39.6,2,13,2.50,2.50,,,,,0,0,Rudy Bukich,BukiRu00
104,,,91 Games,,,,,,,43-44-4,,626,1190,52.61,8433,61,74,66.6,88,920,7.09,5.31,112,109,0.97,9,9,54,Rudy Bukich,BukiRu00
