,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
48,45,1992,1992-10-11,5,6,26.365,PHO,@,NYG,L 21-31,*,16,30,53.33,209,2,1,83.9,2,16,6.97,6.80,3,22,7.33,1,,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Chris Chandler,ChanCh00
49,46,1992,1992-10-18,6,7,27.006,PHO,,NOR,L 21-30,*,19,30,63.33,218,2,0,107.4,2,24,7.27,8.60,2,3,1.50,0,,0,0,,0,0.0%,,,0,0,1,,0,1,0,0,,Chris Chandler,ChanCh00
50,47,1992,1992-10-25,7,8,27.013,PHO,@,PHI,L 3-7,*,8,16,50.00,118,0,1,48.4,0,0,7.38,4.56,2,9,4.50,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
51,48,1992,1992-11-01,8,9,27.020,PHO,,SFO,W 24-14,*,19,33,57.58,197,3,1,92.6,0,0,5.97,6.42,4,27,6.75,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
52,49,1992,1992-11-08,9,10,27.027,PHO,@,RAM,W 20-14,*,21,30,70.00,224,0,0,91.5,1,8,7.47,7.47,2,6,3.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
53,50,1992,1992-11-15,10,11,27.034,PHO,@,ATL,L 17-20,*,19,34,55.88,261,1,2,65.9,2,22,7.68,5.62,2,-7,-3.50,0,,0,0,,0,0.0%,,,0,0,1,,0,0,-4,0,,Chris Chandler,ChanCh00
54,51,1992,1992-11-22,11,12,27.041,PHO,,DAL,L 10-16,*,5,7,71.43,38,1,0,123.8,1,13,5.43,8.29,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
55,52,1992,1992-11-29,12,13,,PHO,@,WAS,L 3-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chris Chandler,ChanCh00
56,53,1992,1992-12-06,13,14,27.055,PHO,,SDG,L 21-27,*,20,35,57.14,251,2,2,74.8,6,24,7.17,5.74,3,14,4.67,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Chris Chandler,ChanCh00
57,54,1992,1992-12-12,14,15,27.061,PHO,,NYG,W 19-0,*,12,18,66.67,130,0,0,87.7,2,29,7.22,7.22,2,23,11.50,0,,0,0,,0,0.0%,,,0,0,1,,0,0,-3,0,,Chris Chandler,ChanCh00
58,55,1992,1992-12-20,15,16,27.069,PHO,@,IND,L 13-16,*,11,25,44.00,131,0,3,21.0,0,0,5.24,-0.16,5,12,2.40,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
59,56,1992,1992-12-27,16,17,27.076,PHO,,TAM,L 3-7,*,23,43,53.49,234,0,3,40.3,1,1,5.44,2.30,2,1,0.50,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Chris Chandler,ChanCh00
60,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Chris Chandler,ChanCh00
61,57,1993,1993-09-05,1,1,27.328,PHO,@,PHI,L 17-23,,8,20,40.00,96,1,0,72.1,0,0,4.80,5.80,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
