,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
76,73,1994,1994-11-27,12,13,26.354,ATL,,PHI,W 28-21,*,26,46,56.52,364,2,3,69.5,2,10,7.91,5.85,1,-2,-2.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
77,74,1994,1994-12-04,13,14,26.361,ATL,@,SFO,L 14-50,*,15,29,51.72,193,1,2,55.7,2,17,6.66,4.24,0,0,,0,0,0,1,1,0,0,0,0,,Jeff George,GeorJe00
78,75,1994,1994-12-11,14,15,27.003,ATL,,NOR,L 20-29,*,25,42,59.52,284,1,1,77.9,0,0,6.76,6.17,3,9,3.00,0,0,0,1,0,0,1,0,0,,Jeff George,GeorJe00
79,76,1994,1994-12-18,15,16,27.010,ATL,@,GNB,L 17-21,*,1,3,33.33,15,0,0,50.7,0,0,5.00,5.00,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
80,77,1994,1994-12-24,16,17,27.016,ATL,,ARI,W 10-6,*,5,10,50.00,125,1,0,129.2,2,24,12.50,14.50,0,0,,0,0,0,1,0,0,0,0,0,,Jeff George,GeorJe00
81,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff George,GeorJe00
82,78,1995,1995-09-03,1,1,27.269,ATL,,CAR,W 23-20,*,27,45,60.00,290,2,1,84.5,3,16,6.44,6.33,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
83,79,1995,1995-09-10,2,2,27.276,ATL,@,SFO,L 10-41,*,18,33,54.55,162,1,2,52.8,2,14,4.91,2.79,1,0,0.00,0,0,0,1,0,0,0,-3,0,,Jeff George,GeorJe00
84,80,1995,1995-09-17,3,3,27.283,ATL,@,NOR,W 27-24,*,27,39,69.23,386,1,1,98.9,7,49,9.90,9.26,3,6,2.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
85,81,1995,1995-09-24,4,4,27.290,ATL,,NYJ,W 13-3,*,22,35,62.86,224,1,1,78.7,3,24,6.40,5.69,2,-1,-0.50,0,0,0,0,1,0,0,0,0,,Jeff George,GeorJe00
86,82,1995,1995-10-01,5,5,27.297,ATL,,NWE,W 30-17,*,26,38,68.42,295,1,1,89.3,2,7,7.76,7.11,4,3,0.75,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
87,83,1995,1995-10-12,6,7,27.308,ATL,@,STL,L 19-21,*,16,30,53.33,160,0,0,68.7,2,12,5.33,5.33,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
88,84,1995,1995-10-22,7,8,27.318,ATL,@,TAM,W 24-21,*,24,37,64.86,295,3,1,105.1,4,27,7.97,8.38,2,-2,-1.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
89,85,1995,1995-10-29,8,9,27.325,ATL,,DAL,L 13-28,*,18,30,60.00,175,1,0,87.5,3,17,5.83,6.50,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
90,86,1995,1995-11-05,9,10,27.332,ATL,,DET,W 34-22,*,31,40,77.50,362,1,0,112.7,3,13,9.05,9.55,4,-3,-0.75,0,0,0,1,1,0,0,0,0,,Jeff George,GeorJe00
91,87,1995,1995-11-12,10,11,27.339,ATL,@,BUF,L 17-23,*,17,34,50.00,279,0,1,65.7,5,27,8.21,6.88,1,0,0.00,0,0,0,2,0,0,1,-11,0,,Jeff George,GeorJe00
92,88,1995,1995-11-19,11,12,27.346,ATL,,STL,W 31-6,*,20,34,58.82,352,4,0,133.5,3,27,10.35,12.71,1,2,2.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
93,89,1995,1995-11-26,12,13,27.353,ATL,@,ARI,L 37-40,*,15,34,44.12,280,3,1,90.3,3,20,8.24,8.68,1,0,0.00,0,0,0,2,1,0,1,-1,0,,Jeff George,GeorJe00
94,90,1995,1995-12-03,13,14,27.360,ATL,@,MIA,L 20-21,*,17,23,73.91,210,2,0,130.7,1,6,9.13,10.87,3,2,0.67,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
95,91,1995,1995-12-10,14,15,28.002,ATL,,NOR,W 19-14,*,20,39,51.28,251,1,0,80.2,1,9,6.44,6.95,3,-2,-0.67,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
96,92,1995,1995-12-17,15,16,28.009,ATL,@,CAR,L 17-21,*,29,53,54.72,310,2,2,68.9,0,0,5.85,4.91,1,6,6.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
97,93,1995,1995-12-24,16,17,28.016,ATL,,SFO,W 28-27,*,9,13,69.23,112,1,0,121.3,1,2,8.62,10.15,1,6,6.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
98,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff George,GeorJe00
99,94,1996,1996-09-01,1,1,28.268,ATL,@,CAR,L 6-29,*,16,35,45.71,215,0,0,65.8,7,53,6.14,6.14,1,4,4.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
100,95,1996,1996-09-08,2,2,28.275,ATL,,MIN,L 17-23,*,24,41,58.54,266,2,1,84.0,3,21,6.49,6.37,3,6,2.00,0,0,0,2,0,0,2,-1,0,,Jeff George,GeorJe00
101,96,1996,1996-09-22,3,4,28.289,ATL,,PHI,L 18-33,*,16,23,69.57,217,1,2,77.6,1,10,9.43,6.39,1,0,0.00,0,0,0,1,0,0,0,-23,0,,Jeff George,GeorJe00
102,97,1996,1996-09-29,4,5,,ATL,@,SFO,L 17-39,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Jeff George,GeorJe00
103,98,1996,1996-10-06,5,6,,ATL,@,DET,L 24-28,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Jeff George,GeorJe00
104,99,1996,1996-10-13,6,7,,ATL,,HOU,L 13-23,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Jeff George,GeorJe00
