,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 40_level_0,qb,qb_tag
48,47,2007,2007-12-23,15,16,24.191,CLE,@,CIN,L 14-19,*,29,48,60.42,251,2,4,53.4,1,7,5.23,2.31,1,6,6.00,0,0,0,0,,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
49,48,2007,2007-12-30,16,17,24.198,CLE,,SFO,W 20-7,*,11,20,55.00,152,1,1,75.4,1,2,7.60,6.35,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Derek Anderson,AndeDe00
51,49,2008,2008-09-07,1,1,25.084,CLE,,DAL,L 10-28,*,11,24,45.83,114,1,0,74.0,1,0,4.75,5.58,4,24,6.00,0,0,0,2,0,0,1,-1,0,,,,,,,,Derek Anderson,AndeDe00
52,50,2008,2008-09-14,2,2,25.091,CLE,,PIT,L 6-10,*,18,32,56.25,166,0,2,44.5,2,11,5.19,2.38,3,6,2.00,0,0,0,0,,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
53,51,2008,2008-09-21,3,3,25.098,CLE,@,BAL,L 10-28,*,14,37,37.84,125,1,3,22.9,4,26,3.38,0.27,2,-1,-0.50,0,0,0,1,0,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
54,52,2008,2008-09-28,4,4,25.105,CLE,@,CIN,W 20-12,*,15,24,62.50,138,1,1,74.7,1,11,5.75,4.71,4,11,2.75,0,0,0,1,0,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
55,53,2008,2008-10-13,5,6,25.120,CLE,,NYG,W 35-14,*,18,29,62.07,310,2,0,121.3,0,0,10.69,12.07,4,-2,-0.50,0,0,0,1,0,0,1,-1,0,,,,,,,,Derek Anderson,AndeDe00
56,54,2008,2008-10-19,6,7,25.126,CLE,@,WAS,L 11-14,*,14,37,37.84,136,1,0,57.9,1,2,3.68,4.22,3,4,1.33,0,0,0,1,0,0,0,-3,0,,,,,,,,Derek Anderson,AndeDe00
57,55,2008,2008-10-26,7,8,25.133,CLE,@,JAX,W 23-17,*,14,27,51.85,246,1,0,95.6,1,10,9.11,9.85,0,0,,0,0,0,1,0,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
58,56,2008,2008-11-02,8,9,25.140,CLE,,BAL,L 27-37,*,17,33,51.52,219,2,1,80.2,1,9,6.64,6.48,2,8,4.00,0,0,0,0,,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
59,57,2008,2008-11-06,9,10,,CLE,,DEN,L 30-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Derek Anderson,AndeDe00
60,58,2008,2008-11-17,10,11,,CLE,@,BUF,W 29-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Derek Anderson,AndeDe00
61,59,2008,2008-11-23,11,12,25.161,CLE,,HOU,L 6-16,,5,14,35.71,51,0,1,17.3,0,0,3.64,0.43,1,0,0.00,0,0,0,1,1,0,0,-8,0,,,,,,,,Derek Anderson,AndeDe00
62,60,2008,2008-11-30,12,13,25.168,CLE,,IND,L 6-10,*,16,26,61.54,110,0,0,71.0,3,18,4.23,4.23,2,5,2.50,0,0,0,1,1,0,0,0,0,,,,,,,,Derek Anderson,AndeDe00
63,61,2008,2008-12-07,13,14,,CLE,@,TEN,L 9-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Derek Anderson,AndeDe00
64,62,2008,2008-12-15,14,15,,CLE,@,PHI,L 10-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Derek Anderson,AndeDe00
65,63,2008,2008-12-21,15,16,,CLE,,CIN,L 0-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Derek Anderson,AndeDe00
