,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
69,66,1993,1993-12-19,14,16,28.287,PHO,@,SEA,W 30-27,*,34,53,64.15,431,3,2,92.6,3,26,8.13,7.57,1,-1,-1.00,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Steve Beuerlein,BeueSt00
70,67,1993,1993-12-26,15,17,28.294,PHO,,NYG,W 17-6,*,15,24,62.50,198,0,2,53.8,1,9,8.25,4.50,2,2,1.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
71,68,1993,1994-01-02,16,18,28.301,PHO,@,ATL,W 27-10,*,27,33,81.82,278,3,0,132.1,0,0,8.42,10.24,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
72,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Beuerlein,BeueSt00
73,69,1994,1994-09-04,1,1,29.181,ARI,@,RAM,L 12-14,*,18,40,45.00,158,1,2,43.5,4,30,3.95,2.20,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
74,70,1994,1994-09-11,2,2,29.188,ARI,,NYG,L 17-20,*,10,22,45.45,108,0,1,41.5,1,5,4.91,2.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,1,0,0,,Steve Beuerlein,BeueSt00
75,71,1994,1994-09-18,3,3,,ARI,@,CLE,L 0-32,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Steve Beuerlein,BeueSt00
76,72,1994,1994-10-02,4,5,,ARI,,MIN,W 17-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Beuerlein,BeueSt00
77,73,1994,1994-10-09,5,6,29.216,ARI,@,DAL,L 3-38,,11,26,42.31,135,0,2,26.9,1,1,5.19,1.73,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
78,74,1994,1994-10-16,6,7,29.223,ARI,@,WAS,W 19-16,*,16,34,47.06,194,1,3,38.1,3,21,5.71,2.32,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,2,0,0,1,0,0,,Steve Beuerlein,BeueSt00
