,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
131,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fran Tarkenton,TarkFr00
132,124,1970,1970-09-19,1,1,30.228,NYG,,CHI,L 16-24,*,23,39,58.97,277,1,2,68.0,2,24,7.10,5.31,1,11,11.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
133,125,1970,1970-09-27,2,2,30.236,NYG,@,DAL,L 10-28,*,14,36,38.89,157,0,2,29.5,3,18,4.36,1.86,2,18,9.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
134,126,1970,1970-10-04,3,3,30.243,NYG,@,NOR,L 10-14,*,19,33,57.58,221,1,3,50.2,2,11,6.70,3.21,2,17,8.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
135,127,1970,1970-10-11,4,4,30.250,NYG,,PHI,W 30-23,*,15,29,51.72,180,0,1,56.7,4,37,6.21,4.66,2,8,4.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
136,128,1970,1970-10-18,5,5,30.257,NYG,@,BOS,W 16-0,*,8,14,57.14,103,1,0,104.2,1,1,7.36,8.79,4,16,4.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
137,129,1970,1970-10-25,6,6,30.264,NYG,,STL,W 35-17,*,15,18,83.33,280,5,0,158.3,3,18,15.56,21.11,3,18,6.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
138,130,1970,1970-11-01,7,7,30.271,NYG,@,NYJ,W 22-10,*,11,22,50.00,153,2,0,103.0,1,13,6.95,8.77,4,17,4.25,0,,,,,0,0,Fran Tarkenton,TarkFr00
139,131,1970,1970-11-08,8,8,30.278,NYG,,DAL,W 23-20,*,15,26,57.69,170,1,0,90.2,4,34,6.54,7.31,6,25,4.17,0,,,,,0,0,Fran Tarkenton,TarkFr00
140,132,1970,1970-11-15,9,9,30.285,NYG,,WAS,W 35-33,*,23,34,67.65,320,1,2,83.0,3,21,9.41,7.35,7,47,6.71,0,,,,,0,0,Fran Tarkenton,TarkFr00
141,133,1970,1970-11-23,10,10,30.293,NYG,@,PHI,L 20-23,*,15,30,50.00,178,0,0,68.5,,,5.93,5.93,5,33,6.60,1,,,,,1,6,Fran Tarkenton,TarkFr00
142,134,1970,1970-11-29,11,11,30.299,NYG,@,WAS,W 27-24,*,23,35,65.71,252,2,1,94.0,3,16,7.20,7.06,2,11,5.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
143,135,1970,1970-12-06,12,12,30.306,NYG,,BUF,W 20-6,*,11,19,57.89,141,2,0,116.3,4,22,7.42,9.53,1,-1,-1.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
144,136,1970,1970-12-13,13,13,30.313,NYG,@,STL,W 34-17,*,14,21,66.67,242,3,0,145.2,5,25,11.52,14.38,3,15,5.00,1,,,,,1,6,Fran Tarkenton,TarkFr00
145,137,1970,1970-12-20,14,14,30.320,NYG,,RAM,L 3-31,*,13,33,39.39,103,0,1,35.3,1,9,3.12,1.76,1,1,1.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
146,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fran Tarkenton,TarkFr00
147,138,1971,1971-09-19,1,1,31.228,NYG,@,GNB,W 42-40,*,13,21,61.90,236,4,1,120.2,2,15,11.24,12.90,7,7,1.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
148,139,1971,1971-09-26,2,2,31.235,NYG,,WAS,L 3-30,*,12,21,57.14,119,0,2,33.7,3,36,5.67,1.38,2,9,4.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
149,140,1971,1971-10-03,3,3,31.242,NYG,@,STL,W 21-20,*,20,32,62.50,239,1,2,69.7,2,19,7.47,5.28,5,6,1.20,1,,,,,1,6,Fran Tarkenton,TarkFr00
150,141,1971,1971-10-11,4,4,31.250,NYG,@,DAL,L 13-20,*,26,46,56.52,294,1,0,83.1,4,29,6.39,6.83,1,10,10.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
151,142,1971,1971-10-17,5,5,31.256,NYG,,BAL,L 7-31,*,17,30,56.67,170,0,3,33.3,2,17,5.67,1.17,4,14,3.50,1,,,,,1,6,Fran Tarkenton,TarkFr00
152,143,1971,1971-10-24,6,6,31.263,NYG,@,PHI,L 7-23,*,11,26,42.31,100,0,1,37.3,3,29,3.85,2.12,2,19,9.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
153,144,1971,1971-10-31,7,7,31.270,NYG,,MIN,L 10-17,*,20,30,66.67,144,0,0,77.6,2,17,4.80,4.80,2,9,4.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
154,145,1971,1971-11-07,8,8,31.277,NYG,,SDG,W 35-17,*,16,20,80.00,270,1,0,135.4,1,10,13.50,14.50,,,,,,,,,0,0,Fran Tarkenton,TarkFr00
155,146,1971,1971-11-14,9,9,31.284,NYG,@,ATL,W 21-17,*,14,26,53.85,152,1,1,68.1,,,5.85,4.88,4,12,3.00,1,,,,,1,6,Fran Tarkenton,TarkFr00
156,147,1971,1971-11-21,10,10,31.291,NYG,@,PIT,L 13-17,*,27,41,65.85,302,1,2,75.5,3,29,7.37,5.66,1,12,12.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
157,148,1971,1971-11-28,11,11,31.298,NYG,,STL,L 7-24,*,18,33,54.55,228,1,3,48.5,3,17,6.91,3.42,1,7,7.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
