,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
81,75,1987,1987-11-30,11,12,29.041,SEA,,RAI,L 14-37,*,17,31,54.84,170,2,2,65.3,4,40,5.48,3.87,2,5,2.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
82,76,1987,1987-12-06,12,13,29.047,SEA,@,PIT,L 9-13,*,9,15,60.00,91,1,1,71.8,1,11,6.07,4.40,3,5,1.67,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
83,77,1987,1987-12-13,13,14,29.054,SEA,,DEN,W 28-21,*,23,33,69.70,238,3,2,95.3,1,12,7.21,6.30,5,28,5.60,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
84,78,1987,1987-12-20,14,15,29.061,SEA,@,CHI,W 34-21,*,17,26,65.38,214,2,0,116.5,3,30,8.23,9.77,7,15,2.14,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
85,79,1987,1987-12-27,15,16,29.068,SEA,@,KAN,L 20-41,*,17,32,53.13,202,2,0,93.5,2,7,6.31,7.56,3,23,7.67,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
86,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Dave Krieg,KrieDa00
87,80,1988,1988-09-04,1,1,29.320,SEA,@,DEN,W 21-14,*,14,30,46.67,168,2,0,86.5,2,16,5.60,6.93,4,27,6.75,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
88,81,1988,1988-09-11,2,2,29.327,SEA,,KAN,W 31-10,*,14,22,63.64,114,1,0,91.9,1,7,5.18,6.09,2,3,1.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
89,82,1988,1988-09-18,3,3,29.334,SEA,@,SDG,L 6-17,*,9,18,50.00,134,0,3,35.2,1,6,7.44,-0.06,1,-2,-2.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
90,83,1988,1988-11-13,11,11,30.024,SEA,,HOU,W 27-24,*,14,26,53.85,188,1,1,73.9,0,0,7.23,6.27,1,3,3.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
91,84,1988,1988-11-20,12,12,30.031,SEA,@,KAN,L 24-27,*,20,30,66.67,225,2,1,97.2,2,17,7.50,7.33,3,20,6.67,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
