,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
83,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
84,75,1974,1974-09-15,1,1,33.035,DET,@,CHI,L 9-17,*,13,28,46.43,106,0,2,26.8,5,39,3.79,0.57,1,4,4.00,0,,,,,0,0,Bill Munson,MunsBi00
85,76,1974,1974-09-22,2,2,33.042,DET,,MIN,L 6-7,*,12,18,66.67,56,0,0,70.6,3,17,3.11,3.11,,,,,,,,,0,0,Bill Munson,MunsBi00
86,77,1974,1974-09-29,3,3,33.049,DET,@,GNB,L 19-21,*,17,31,54.84,237,1,0,90.4,2,18,7.65,8.29,2,-3,-1.50,0,,,,,0,0,Bill Munson,MunsBi00
87,78,1974,1974-10-06,4,4,33.056,DET,@,RAM,L 13-16,*,18,28,64.29,248,2,1,101.5,3,22,8.86,8.68,1,6,6.00,0,1,-6,-6.00,0,0,0,Bill Munson,MunsBi00
88,79,1974,1974-10-14,5,5,33.064,DET,,SFO,W 17-13,*,15,32,46.88,130,1,1,55.5,,,4.06,3.28,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
89,80,1974,1974-10-20,6,6,33.070,DET,@,MIN,W 20-16,*,22,32,68.75,276,0,0,95.3,,,8.63,8.63,3,4,1.33,0,,,,,0,0,Bill Munson,MunsBi00
90,81,1974,1974-10-27,7,7,33.077,DET,,GNB,W 19-17,*,17,32,53.13,243,2,0,98.8,3,23,7.59,8.84,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
91,82,1974,1974-11-03,8,8,33.084,DET,,NOR,W 19-14,*,11,21,52.38,160,1,1,73.5,4,23,7.62,6.43,2,-1,-0.50,0,,,,,0,0,Bill Munson,MunsBi00
92,83,1974,1974-11-10,9,9,33.091,DET,@,OAK,L 13-35,*,17,29,58.62,182,0,1,62.7,2,21,6.28,4.72,2,10,5.00,0,,,,,0,0,Bill Munson,MunsBi00
93,84,1974,1974-11-17,10,10,33.098,DET,,NYG,W 20-19,*,19,29,65.52,200,1,1,82.5,1,6,6.90,6.03,5,18,3.60,1,,,,,1,6,Bill Munson,MunsBi00
94,85,1974,1974-11-24,11,11,33.105,DET,,CHI,W 34-17,*,5,12,41.67,36,0,0,49.3,1,3,3.00,3.00,,,,,,,,,0,0,Bill Munson,MunsBi00
95,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
96,86,1975,1975-09-28,2,2,34.048,DET,@,ATL,W 17-14,,2,6,33.33,47,0,0,62.5,1,5,7.83,7.83,,,,,,,,,0,0,Bill Munson,MunsBi00
97,87,1975,1975-10-06,3,3,34.056,DET,,DAL,L 10-36,,2,5,40.00,26,0,0,57.1,,,5.20,5.20,,,,,,,,,0,0,Bill Munson,MunsBi00
98,88,1975,1975-10-12,4,4,34.062,DET,,CHI,W 27-7,*,19,30,63.33,178,3,0,112.9,3,25,5.93,7.93,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
99,89,1975,1975-10-19,5,5,34.069,DET,@,MIN,L 19-25,*,22,37,59.46,212,2,1,82.3,3,26,5.73,5.59,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
100,90,1975,1975-10-26,6,6,34.076,DET,@,HOU,L 8-24,*,20,31,64.52,163,0,1,64.3,1,9,5.26,3.81,2,-5,-2.50,0,,,,,0,0,Bill Munson,MunsBi00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
102,91,1976,1976-09-26,3,3,35.046,SEA,,SFO,L 21-37,,1,1,100.00,41,0,0,118.7,,,41.00,41.00,,,,,,,,,0,0,Bill Munson,MunsBi00
103,92,1976,1976-10-17,6,6,35.067,SEA,@,TAM,W 13-10,,1,2,50.00,6,0,0,56.2,1,10,3.00,3.00,,,,,,,,,0,0,Bill Munson,MunsBi00
104,93,1976,1976-10-31,8,8,35.081,SEA,@,RAM,L 6-45,,9,19,47.37,147,0,1,51.9,1,11,7.74,5.37,1,6,6.00,0,,,,,0,0,Bill Munson,MunsBi00
105,94,1976,1976-11-07,9,9,35.088,SEA,,ATL,W 30-13,,3,4,75.00,35,0,0,101.0,,,8.75,8.75,,,,,,,,,0,0,Bill Munson,MunsBi00
106,95,1976,1976-11-21,11,11,35.102,SEA,,NOR,L 27-51,,6,11,54.55,66,1,2,63.3,1,8,6.00,-0.36,,,,,,,,,0,0,Bill Munson,MunsBi00
107,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
108,96,1977,1977-10-02,3,3,36.052,SDG,,CIN,W 24-3,,3,3,100.00,38,0,0,118.7,,,12.67,12.67,,,,,,,,,0,0,Bill Munson,MunsBi00
109,97,1977,1977-10-16,5,5,36.066,SDG,,NWE,L 20-24,,8,11,72.73,97,1,0,129.7,1,11,8.82,10.64,,,,,,,,,0,0,Bill Munson,MunsBi00
110,98,1977,1977-11-06,8,8,36.087,SDG,@,DET,L 0-20,,9,16,56.25,90,0,0,72.4,,,5.63,5.63,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
111,99,1977,1977-11-13,9,9,36.094,SDG,,DEN,L 14-17,,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,,,,,,,,,0,0,Bill Munson,MunsBi00
112,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
113,100,1978,1978-09-03,1,1,37.023,BUF,,PIT,L 17-28,,10,16,62.50,171,2,0,138.3,,,10.69,13.19,,,,,,,,,0,0,Bill Munson,MunsBi00
114,101,1978,1978-10-08,6,6,37.058,BUF,@,NYJ,L 14-45,,2,4,50.00,45,1,0,130.2,,,11.25,16.25,,,,,,,,,0,0,Bill Munson,MunsBi00
115,102,1978,1978-10-15,7,7,37.065,BUF,@,HOU,L 10-17,,0,1,0.00,0,0,0,39.6,,,0.00,0.00,,,,,,,,,0,0,Bill Munson,MunsBi00
116,103,1978,1978-11-19,12,12,37.100,BUF,@,TAM,L 10-31,,12,22,54.55,112,1,2,46.0,,,5.09,1.91,,,,,,,,,0,0,Bill Munson,MunsBi00
117,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
118,104,1979,1979-09-09,2,2,38.029,BUF,,CIN,W 51-24,,,,,,,,,,,,,,,,,,,,,0,0,Bill Munson,MunsBi00
119,105,1979,1979-09-30,5,5,38.050,BUF,@,BAL,W 31-13,,,,,,,,,,,,,,,,,,,,,0,0,Bill Munson,MunsBi00
120,106,1979,1979-11-04,10,10,38.085,BUF,,NWE,L 6-26,,3,7,42.86,31,0,0,56.2,,,4.43,4.43,,,,,,,,,0,0,Bill Munson,MunsBi00
121,,,106 Games,,,,,,,44-57-5,,1070,1982,53.99,12896,84,80,71.5,187,1383,6.51,5.54,130,548,4.22,3,1,-6,-6.00,0,3,18,Bill Munson,MunsBi00
