,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
101,93,1977,1977-10-30,7,7,30.316,DET,@,DAL,L 0-37,*,4,14,28.57,3,0,1,9.8,,,0.21,-3.00,1,0,0.00,0,0,0,Greg Landry,LandGr00
102,94,1977,1977-11-06,8,8,30.323,DET,,SDG,W 20-0,*,5,7,71.43,67,0,0,101.5,,,9.57,9.57,,,,,0,0,Greg Landry,LandGr00
103,95,1977,1977-11-13,9,9,30.330,DET,@,ATL,L 6-17,*,5,14,35.71,59,0,2,9.8,3,26,4.21,-2.21,1,2,2.00,0,0,0,Greg Landry,LandGr00
104,96,1977,1977-11-24,11,11,30.341,DET,,CHI,L 14-31,*,16,26,61.54,145,1,1,73.4,4,32,5.58,4.62,1,8,8.00,0,0,0,Greg Landry,LandGr00
105,97,1977,1977-12-04,12,12,30.351,DET,@,GNB,L 9-10,*,14,25,56.00,115,0,2,34.6,2,20,4.60,1.00,4,9,2.25,0,0,0,Greg Landry,LandGr00
106,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
107,98,1978,1978-09-03,1,1,31.259,DET,,GNB,L 7-13,*,10,19,52.63,116,0,1,49.5,8,76,6.11,3.74,3,8,2.67,0,0,0,Greg Landry,LandGr00
108,99,1978,1978-09-09,2,2,31.265,DET,@,TAM,W 15-7,*,8,10,80.00,55,1,0,122.9,2,22,5.50,7.50,,,,,0,0,Greg Landry,LandGr00
109,100,1978,1978-09-17,3,3,31.273,DET,,CHI,L 0-19,*,8,14,57.14,88,0,0,75.9,5,42,6.29,6.29,1,19,19.00,0,0,0,Greg Landry,LandGr00
110,101,1978,1978-09-24,4,4,31.280,DET,@,SEA,L 16-28,*,16,26,61.54,155,0,0,78.2,2,26,5.96,5.96,1,2,2.00,0,0,0,Greg Landry,LandGr00
111,102,1978,1978-10-01,5,5,31.287,DET,@,GNB,L 14-35,*,6,8,75.00,38,0,0,84.4,4,39,4.75,4.75,,,,,0,0,Greg Landry,LandGr00
112,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
113,103,1979,1979-09-02,1,1,32.258,BAL,@,KAN,L 0-14,,10,17,58.82,130,0,0,83.0,2,9,7.65,7.65,2,11,5.50,0,0,0,Greg Landry,LandGr00
114,104,1979,1979-09-09,2,2,32.265,BAL,,TAM,L 26-29,*,22,37,59.46,183,2,2,67.7,10,69,4.95,3.59,3,5,1.67,0,0,0,Greg Landry,LandGr00
115,105,1979,1979-09-16,3,3,32.272,BAL,@,CLE,L 10-13,*,17,29,58.62,185,0,0,77.5,,,6.38,6.38,,,,,0,0,Greg Landry,LandGr00
116,106,1979,1979-09-23,4,4,32.279,BAL,@,PIT,L 13-17,*,17,34,50.00,195,1,2,52.9,1,7,5.74,3.68,4,8,2.00,0,0,0,Greg Landry,LandGr00
117,107,1979,1979-09-30,5,5,32.286,BAL,,BUF,L 13-31,*,22,38,57.89,277,1,1,78.5,2,12,7.29,6.63,4,8,2.00,0,0,0,Greg Landry,LandGr00
118,108,1979,1979-10-07,6,6,32.293,BAL,,NYJ,W 10-8,*,23,36,63.89,235,1,1,80.2,1,3,6.53,5.83,,,,,0,0,Greg Landry,LandGr00
119,109,1979,1979-10-14,7,7,32.300,BAL,,HOU,L 16-28,*,13,27,48.15,132,1,3,35.3,5,50,4.89,0.63,,,,,0,0,Greg Landry,LandGr00
120,110,1979,1979-10-21,8,8,32.307,BAL,@,BUF,W 14-13,,,,,,,,,,,,,,,,,0,0,Greg Landry,LandGr00
121,111,1979,1979-10-28,9,9,32.314,BAL,,NWE,W 31-26,,1,1,100.00,13,0,0,118.7,,,13.00,13.00,,,,,0,0,Greg Landry,LandGr00
122,112,1979,1979-11-04,10,10,32.321,BAL,,CIN,W 38-28,,14,20,70.00,165,2,0,128.1,2,18,8.25,10.25,3,-2,-0.67,0,0,0,Greg Landry,LandGr00
123,113,1979,1979-11-11,11,11,32.328,BAL,@,MIA,L 0-19,*,18,30,60.00,201,0,2,52.2,7,52,6.70,3.70,2,8,4.00,0,0,0,Greg Landry,LandGr00
124,114,1979,1979-11-18,12,12,32.335,BAL,@,NWE,L 21-50,*,26,37,70.27,230,1,0,95.6,5,56,6.22,6.76,1,9,9.00,0,0,0,Greg Landry,LandGr00
125,115,1979,1979-11-25,13,13,32.342,BAL,,MIA,L 24-28,*,25,42,59.52,304,3,1,95.7,1,7,7.24,7.60,5,35,7.00,0,0,0,Greg Landry,LandGr00
126,116,1979,1979-12-02,14,14,32.349,BAL,@,NYJ,L 17-30,*,29,49,59.18,266,1,0,80.8,3,26,5.43,5.84,2,12,6.00,0,0,0,Greg Landry,LandGr00
127,117,1979,1979-12-09,15,15,32.356,BAL,,KAN,L 7-10,*,16,36,44.44,240,1,2,53.0,3,17,6.67,4.72,1,0,0.00,0,0,0,Greg Landry,LandGr00
128,118,1979,1979-12-16,16,16,32.363,BAL,@,NYG,W 31-7,*,17,24,70.83,176,1,1,88.2,,,7.33,6.29,4,21,5.25,0,0,0,Greg Landry,LandGr00
129,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
130,119,1980,1980-09-07,1,1,33.264,BAL,@,NYJ,W 17-14,,,,,,,,,,,,,,,,,0,0,Greg Landry,LandGr00
131,120,1980,1980-09-14,2,2,33.271,BAL,,PIT,L 17-20,,,,,,,,,,,,,,,,,0,0,Greg Landry,LandGr00
