,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
64,61,1991,1991-12-21,16,17,27.299,GNB,@,MIN,W 27-7,,5,10,50.00,64,0,0,70.4,3,17,6.40,6.40,3,-2,-0.67,0,0,0,1,,0,1,0,0,,Don Majkowski,MajkDo00
65,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Don Majkowski,MajkDo00
66,62,1992,1992-09-06,1,1,28.194,GNB,,MIN,L 20-23,*,27,38,71.05,189,2,1,88.6,6,34,4.97,4.84,7,25,3.57,0,0,0,4,,0,3,0,0,,Don Majkowski,MajkDo00
67,63,1992,1992-09-13,2,2,28.201,GNB,@,TAM,L 3-31,*,10,15,66.67,75,0,1,50.7,2,18,5.00,2.00,1,8,8.00,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
68,64,1992,1992-09-20,3,3,28.208,GNB,,CIN,W 24-23,*,1,2,50.00,7,0,0,58.3,1,8,3.50,3.50,0,0,,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
69,65,1992,1992-09-27,4,4,,GNB,,PIT,W 17-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
70,66,1992,1992-10-04,5,5,,GNB,@,ATL,L 10-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
71,67,1992,1992-10-18,6,7,28.236,GNB,@,CLE,L 6-17,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
72,68,1992,1992-10-25,7,8,28.243,GNB,,CHI,L 10-30,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
73,69,1992,1992-11-01,8,9,28.250,GNB,@,DET,W 27-13,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
74,70,1992,1992-11-08,9,10,28.257,GNB,@,NYG,L 7-27,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
75,71,1992,1992-11-15,10,11,28.264,GNB,,PHI,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
76,72,1992,1992-11-22,11,12,28.271,GNB,@,CHI,W 17-3,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
77,73,1992,1992-11-29,12,13,28.278,GNB,,TAM,W 19-14,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
78,74,1992,1992-12-06,13,14,28.285,GNB,,DET,W 38-10,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
79,75,1992,1992-12-13,14,15,28.292,GNB,@,HOU,W 16-14,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
80,76,1992,1992-12-20,15,16,28.299,GNB,,RAM,W 28-13,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
81,77,1992,1992-12-27,16,17,28.306,GNB,@,MIN,L 7-27,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Don Majkowski,MajkDo00
82,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Don Majkowski,MajkDo00
83,78,1993,1993-09-05,1,1,,IND,,MIA,L 20-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
84,79,1993,1993-09-12,2,2,,IND,@,CIN,W 9-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
85,80,1993,1993-09-26,3,4,,IND,,CLE,W 23-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
